,Loss,IoU
0,0.5979666929917048,0.6253843811479907
1,0.40732885217106585,0.7321353892751988
2,0.36728997768571714,0.7560482377173917
3,0.3425255991868525,0.77067584759437
4,0.32571257650852203,0.7803279149452312
5,0.3165802497591748,0.7855475092894278
6,0.30395207709114025,0.7937656677009275
7,0.29399026760318936,0.7994589933613002
8,0.2854706867029203,0.8044780896814078
9,0.28210074899580656,0.8060711014190777
10,0.27414728401091276,0.8106575784267195
11,0.2738359375488038,0.8114519231271424
12,0.261530111900112,0.8189582652693627
13,0.2652091302927708,0.81684154112067
14,0.259556439498927,0.8206550554941164
15,0.25584359547035807,0.8233463060135809
16,0.2495762430781486,0.8269687470973738
17,0.2474455901440358,0.8285764975835813
18,0.2435662456406843,0.830501331178934
19,0.24129876944442724,0.8321494868137692
20,0.24062749053407836,0.8332451257929706
21,0.23355293303928118,0.8365809173391969
22,0.22829156183956453,0.8404729026275993
23,0.2249722995814061,0.8430463855698604
24,0.2205727654415489,0.8461011844193376
25,0.2230547662549371,0.8441396835666375
26,0.2110284367863764,0.8518022414821906
27,0.21302517458496478,0.8504793547943934
28,0.20781017469879765,0.8543299976611297
29,0.2056274489068345,0.8551193435720149
30,0.2008603795262791,0.8586976336152762
31,0.2036098287809615,0.8564865473132806
32,0.20336534222900468,0.8564651552462738
33,0.1926816866901897,0.8635978826740444
34,0.19202521463368563,0.8642403507392679
35,0.1862813539352993,0.8676068550788316
36,0.1878252582462042,0.8669579385110996
37,0.18726923401723772,0.8670382335682043
38,0.1822517822252824,0.8710688080563641
39,0.18412834585913077,0.8689593700754562
40,0.17554721706265572,0.8748997849906051
41,0.17704103497050752,0.8737476888118975
42,0.16878600318559864,0.8792499987871055
43,0.18047658579061496,0.8715341711204324
44,0.17276089913493034,0.8767523557547755
45,0.1698521124636567,0.8785701814113848
46,0.16125447628082046,0.8843929067554089
47,0.16127544981521247,0.8840800251736737
48,0.1595303968295155,0.8850416073063075
49,0.15871984351601376,0.8857578223183651
50,0.15324046312762588,0.8895254495159891
51,0.15486896138063214,0.8884025304109459
52,0.15228694152311992,0.8901445017565017
53,0.1466872119063499,0.8937842969926412
54,0.14557487157567237,0.8946062678458707
55,0.14496597897686414,0.8953364995501986
56,0.14581303153462058,0.8943992477135371
57,0.14214130080986342,0.897354746824943
58,0.1409291389504535,0.8983150836605354
59,0.13795403721148536,0.8999088750589614
60,0.13790522625782345,0.900282052539339
61,0.1351277825716358,0.901915488627133
62,0.13443486137478144,0.9024479429193791
63,0.13183179872748035,0.9040428872076457
64,0.13351291333068938,0.9028903149918421
65,0.12902341568029968,0.9060113350016958
66,0.12830081257044068,0.9066287875175476
67,0.12708173247191729,0.9073836931446254
68,0.12739070624913146,0.9070779849218842
69,0.12484299801540055,0.9087780870047192
70,0.1266277216924917,0.9075073967844047
71,0.12209693177434422,0.9108071995261532
72,0.1195068271368142,0.912678490549126
73,0.11868613488322137,0.9131732411032555
74,0.11723992023492019,0.9142670039362555
75,0.1186454495127569,0.9132000299908171
76,0.11720853643929398,0.9142908593952256
77,0.1187994801158073,0.9131819381809875
78,0.11642552047167848,0.9149086615383225
79,0.11450930869819334,0.9161235186077604
80,0.1126324056378947,0.9173468955411207
81,0.1110404430319799,0.9185788115398996
82,0.11070687843849195,0.9187781898767357
83,0.11131402270105861,0.9182880024781963
84,0.1092823514802344,0.9197409429006128
85,0.10694061039678203,0.9214916857296989
86,0.10584629432066975,0.9222568297546182
87,0.10656439963003132,0.9216773301963038
88,0.10548888221883133,0.9224460432993485
89,0.10456684966815398,0.9230986281529369
90,0.10308312504683564,0.9242047855518009
91,0.10358585557281572,0.9238269789106894
92,0.10309775293673445,0.9241996443511655
93,0.10098890205157683,0.9257137679413661
94,0.10154255924608883,0.9252526632091344
95,0.09996525548248483,0.9263000888312423
96,0.10024781560137767,0.9263049276083107
97,0.09916942866656604,0.9268816129473232
98,0.09871686655002952,0.9272727106241572
99,0.09743821265913497,0.9281538008843493
100,0.09829758832718702,0.9276353656845605
101,0.09608853778383075,0.9289509890063498
102,0.09522802647728248,0.9296153567781384
103,0.09550686980653929,0.9296463903964766
104,0.09435156332766449,0.9302559646984074
105,0.09367718997617695,0.9308343361688141
106,0.09480285129491114,0.9304238385802147
107,0.09301920315163248,0.9312416807117078
108,0.09299066957811382,0.9313299931935816
109,0.09110049438356553,0.9325875655916713
110,0.09004844675128092,0.9333413451309972
111,0.08989955014830468,0.9334877437393138
112,0.08940079433205944,0.9338360688830382
113,0.0895115637639225,0.9338115225702324
114,0.08877794789587891,0.9342743314352612
115,0.08870483729863327,0.9343483104001755
116,0.08781548044425529,0.9350019793382427
117,0.08742682685788046,0.9352053839888349
118,0.08771689021147337,0.9351461177704318
119,0.0893498468619065,0.9339865630105038
120,0.08666782236139246,0.9357953139599537
121,0.08580108686981586,0.9364152946728188
122,0.08497205311619996,0.9370662177969146
123,0.08530932889888751,0.9367526629627151
124,0.0837957811035566,0.9379243490679953
125,0.08426717708774861,0.9375614183861137
126,0.08349810920705732,0.9381147667065562
127,0.08393759355449036,0.9377368140540667
128,0.08389648835130986,0.9377825748200385
129,0.08239962480612249,0.9389217595926067
130,0.0828429099497379,0.938535472290628
131,0.0816049665812678,0.9394818024347292
132,0.08137890826535706,0.9397132904737587
133,0.0818113697655249,0.9394453867969897
134,0.08188067806647129,0.9393447389538656
135,0.08111895450809659,0.9398634449747585
136,0.08105091700617899,0.9400164240958707
137,0.080177732912086,0.9405252489467595
138,0.07992355580497908,0.9407050213557762
139,0.07940842241248829,0.941239109775364
140,0.07880016321303861,0.9415949051012129
141,0.07926918441217218,0.9412372756324359
142,0.07890960889174634,0.941444613789552
143,0.07837864831590012,0.9418248542203199
144,0.07779748402785935,0.9422376907911877
145,0.07763194672813352,0.9424103814483489
146,0.07772174727596692,0.9423684393799545
147,0.07693349240010217,0.9429012569005057
148,0.07732179450908763,0.9427293755064075
149,0.07696023803429315,0.9428933058809114
150,0.07784128119081458,0.9424580559634522
151,0.07612612768507644,0.9434834702702977
152,0.07642350180837132,0.943405691409271
153,0.07605042298568175,0.9435923431543696
154,0.07616684710819449,0.9434749224041933
155,0.07616469244028898,0.9436246736737706
156,0.07540549592883795,0.9440680106214229
157,0.07537928388622783,0.9440822581316801
158,0.07494916871890125,0.944366182256865
159,0.07455451226474455,0.9446997050470953
160,0.07486543019345943,0.9444512632869234
161,0.07475029967175234,0.9445095954325375
162,0.07429687728817831,0.9448864812018888
163,0.07420928326229122,0.9449430572106534
164,0.07391187903665056,0.9451565154446852
165,0.07395242854652789,0.9451421659264788
166,0.07410863361902685,0.9449951808724627
167,0.07375460673098597,0.9452640566249821
168,0.07313307784747758,0.9457244369007597
169,0.07298766726615445,0.9459478235084738
170,0.07288600729415881,0.9458804750602517
171,0.07294533046700011,0.9458950525962266
172,0.07212585325809133,0.9464345590380214
173,0.07223372511415674,0.946409927918607
174,0.07212122557247246,0.9466087290104603
175,0.07237069163746482,0.9463190488367272
176,0.07218103545824153,0.9464334833541973
177,0.07216730691342546,0.9463283415608759
178,0.07177425385921593,0.9467071470798262
179,0.07165792474410677,0.9467719449292893
180,0.07129327052791647,0.9470709150269527
181,0.07144333644701331,0.9470139453875138
182,0.07146139462922244,0.9470197750417978
183,0.07079575895863091,0.947463208796994
184,0.07070480502091799,0.9475228946480975
185,0.070645857052315,0.9476862609786475
186,0.07029490782910545,0.9477918968104676
187,0.07087742789779733,0.9474361014846188
188,0.07100553723089648,0.9473554864025756
189,0.0705769088294282,0.9476047478266211
190,0.07002893387771293,0.9479958807061982
191,0.0697123525326684,0.9482684859493434
192,0.07000438756490714,0.9480506117711931
193,0.06990342254706677,0.9482250253626164
194,0.06985750039351867,0.9481525769169699
195,0.06971698749385424,0.9483373949191715
196,0.06954085434343191,0.9483895465831629
197,0.06941460438022677,0.9484835467082542
198,0.06910460069775581,0.9487257131794155
199,0.06913373319294629,0.9487600990589833
