epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,time_per_epoch
1,0.6028585955500603,82.15879605604567,0.28106218350953177,93.39975093399751,5e-05,44.61576986312866
2,0.18670021252867008,96.89673066943435,0.12448471171879455,98.25653798256538,5e-05,47.625688791275024
3,0.09371330286838755,98.69226777374156,0.07047444866283943,99.04524699045247,5e-05,46.01124572753906
4,0.05722665615897897,99.37727036844836,0.04622300652983157,99.54337899543378,5e-05,40.58462047576904
5,0.0389689678042535,99.61598339387649,0.033606286883648286,99.66791199667912,5e-05,42.95519971847534
6,0.028632133607043336,99.7716658017644,0.024792300629135417,99.66791199667912,5e-06,45.57782435417175
7,0.023196836370691067,99.7716658017644,0.02325428798672204,99.66791199667912,5e-06,41.56687307357788
8,0.021772969258172032,99.85469641930462,0.022810988973728137,99.70942299709424,5e-06,45.15925431251526
9,0.02094885149881219,99.84431759211209,0.021855032929268322,99.70942299709424,5e-06,42.26262855529785
10,0.020299116260563303,99.85469641930462,0.021646327106282115,99.70942299709424,5e-06,44.550759077072144
11,0.019623856200522045,99.87545407368967,0.020753700806955367,99.75093399750934,5.000000000000001e-07,43.16051769256592
12,0.019232480932452674,99.85469641930462,0.020327801215707472,99.70942299709424,5.000000000000001e-07,43.72557759284973
13,0.019368056608795724,99.86507524649714,0.02037758377723788,99.75093399750934,5.000000000000001e-07,43.60731768608093
14,0.019379253297217732,99.91696938245978,0.02130371047870109,99.70942299709424,5.000000000000001e-07,41.226192474365234
15,0.01876242561127053,99.85469641930462,0.02022281169621764,99.70942299709424,5.000000000000001e-07,42.230628490448
16,0.019002788794220776,99.87545407368967,0.01938856059170671,99.70942299709424,5.000000000000001e-08,44.51945424079895
17,0.018384484167130576,99.90659055526726,0.020467842144793587,99.70942299709424,5.000000000000001e-08,44.84021711349487
18,0.018490638516053853,99.8858329008822,0.020231977135776298,99.70942299709424,5.000000000000001e-08,43.782084941864014
19,0.0189422576114634,99.89621172807473,0.022029625791075983,99.70942299709424,5.000000000000001e-08,48.73787760734558
20,0.01865193162218279,99.89621172807473,0.020104154147893974,99.70942299709424,5.000000000000001e-08,47.83244442939758
21,0.018612934843889924,99.8858329008822,0.020257845600625796,99.70942299709424,5.000000000000002e-09,44.584619760513306
